"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como analista de automatizacion","Cliente desea ir a a la categoria y seleccionar un producto","SUCCESS","2021-10-25T08:46:56.1954524-05:00[America/Bogota]","0.0","21.15"
